0,0.14951,0.066642,2.0931,0.34155,0.27552,2.1107,0.46139,0.44561,2.1109
199,0.14951,0.066642,2.0931,0.34155,0.27552,2.1107,0.46139,0.44561,2.1109
228,0.14951,0.066642,2.0931,0.34155,0.27552,2.1107,0.46139,0.44561,2.1109
405,0.14936,0.06648,2.0938,0.34147,0.27511,2.112,0.46115,0.44525,2.1122
433,0.14936,0.06648,2.0938,0.34147,0.27511,2.112,0.46115,0.44525,2.1122
455,0.14922,0.066354,2.0944,0.34138,0.27483,2.1128,0.46091,0.44506,2.1129
600,0.14909,0.066267,2.0948,0.34131,0.27467,2.1133,0.4607,0.44496,2.1134
621,0.14909,0.066267,2.0948,0.34131,0.27467,2.1133,0.4607,0.44496,2.1134
652,0.14902,0.066222,2.0949,0.34127,0.2746,2.1135,0.46059,0.44493,2.1135
694,0.14894,0.066179,2.0951,0.34122,0.27453,2.1137,0.46047,0.44489,2.1137
719,0.14894,0.066179,2.0951,0.34122,0.27453,2.1137,0.46047,0.44489,2.1137
800,0.14886,0.066136,2.0953,0.34117,0.27447,2.1139,0.46035,0.44485,2.114
823,0.14878,0.066094,2.0955,0.34111,0.27441,2.114,0.46023,0.44482,2.1141
854,0.14878,0.066094,2.0955,0.34111,0.27441,2.114,0.46023,0.44482,2.1141
911,0.14868,0.066054,2.0957,0.34105,0.27436,2.1142,0.46011,0.4448,2.1143
949,0.14859,0.066017,2.0959,0.34098,0.27432,2.1143,0.45999,0.44478,2.1144
979,0.14859,0.066017,2.0959,0.34098,0.27432,2.1143,0.45999,0.44478,2.1144
1038,0.14849,0.065982,2.096,0.34091,0.27429,2.1145,0.45986,0.44477,2.1145
1080,0.14838,0.065949,2.0962,0.34084,0.27426,2.1146,0.45974,0.44476,2.1146
1109,0.14838,0.065949,2.0962,0.34084,0.27426,2.1146,0.45974,0.44476,2.1146
1167,0.14828,0.065918,2.0964,0.34077,0.27423,2.1147,0.45961,0.44476,2.1147
1210,0.14817,0.065887,2.0966,0.34069,0.27421,2.1148,0.45948,0.44476,2.1147
1242,0.14817,0.065887,2.0966,0.34069,0.27421,2.1148,0.45948,0.44476,2.1147
1300,0.14805,0.065858,2.0967,0.34061,0.27419,2.1149,0.45935,0.44476,2.1148
